site_code,time_interval,temperature,humidity,solar_radiation,latitude,longitude
RGK398,2026-07-24 13:00:00+00:00,24.126001,81.57918,21.959723,31.92,76.86
RGK398,2026-07-24 14:00:00+00:00,22.476,90.68239,0.0,31.92,76.86
RGK398,2026-07-24 15:00:00+00:00,22.026001,90.93223,0.0,31.92,76.86
RGK398,2026-07-24 16:00:00+00:00,21.276001,92.30219,0.0,31.92,76.86
RGK398,2026-07-24 17:00:00+00:00,21.126001,94.900185,0.0,31.92,76.86
RGK398,2026-07-24 18:00:00+00:00,21.976,92.05733,0.0,31.92,76.86
RGK398,2026-07-24 19:00:00+00:00,21.926,88.43032,0.0,31.92,76.86
RGK398,2026-07-24 20:00:00+00:00,21.376001,93.168015,0.0,31.92,76.86
RGK398,2026-07-24 21:00:00+00:00,21.026001,94.01989,0.0,31.92,76.86
RGK398,2026-07-24 22:00:00+00:00,20.776001,92.849205,0.0,31.92,76.86
RGK398,2026-07-24 23:00:00+00:00,20.926,90.57766,0.0,31.92,76.86
RGK398,2026-07-25 00:00:00+00:00,21.076,95.486404,0.0,31.92,76.86
RGK398,2026-07-25 01:00:00+00:00,20.976,96.669716,0.0,31.92,76.86
RGK398,2026-07-25 02:00:00+00:00,21.526001,95.2079,4.0798383,31.92,76.86
RGK398,2026-07-25 03:00:00+00:00,21.826,93.76601,119.427444,31.92,76.86
RGK398,2026-07-25 04:00:00+00:00,21.676,92.324585,39.189384,31.92,76.86
RGK398,2026-07-25 05:00:00+00:00,22.276001,94.94322,166.35686,31.92,76.86
RGK398,2026-07-25 06:00:00+00:00,23.626001,86.425735,186.9355,31.92,76.86
RGK398,2026-07-25 07:00:00+00:00,23.876001,83.0687,77.685745,31.92,76.86
RGK398,2026-07-25 08:00:00+00:00,25.476,74.110916,444.2827,31.92,76.86
RGK398,2026-07-25 09:00:00+00:00,26.176,68.511444,292.95013,31.92,76.86
RGK398,2026-07-25 10:00:00+00:00,24.076,80.07834,202.52081,31.92,76.86
RGK398,2026-07-25 11:00:00+00:00,23.326,91.57414,91.33266,31.92,76.86
RGK398,2026-07-25 12:00:00+00:00,24.026001,83.85512,81.84383,31.92,76.86
RGK398,2026-07-25 13:00:00+00:00,22.626001,91.812675,19.36325,31.92,76.86
RGK398,2026-07-25 14:00:00+00:00,21.926,95.80811,0.0,31.92,76.86
RGK398,2026-07-25 15:00:00+00:00,21.726,91.47621,0.0,31.92,76.86
RGK398,2026-07-25 16:00:00+00:00,21.626001,88.40556,0.0,31.92,76.86
RGK398,2026-07-25 17:00:00+00:00,21.676,84.37752,0.0,31.92,76.86
RGK398,2026-07-25 18:00:00+00:00,21.576,93.46589,0.0,31.92,76.86
RGK398,2026-07-25 19:00:00+00:00,21.226,90.59806,0.0,31.92,76.86
RGK398,2026-07-25 20:00:00+00:00,20.826,88.06365,0.0,31.92,76.86
RGK398,2026-07-25 21:00:00+00:00,20.776001,86.96442,0.0,31.92,76.86
RGK398,2026-07-25 22:00:00+00:00,20.826,86.15593,0.0,31.92,76.86
RGK398,2026-07-25 23:00:00+00:00,20.676,85.60238,0.0,31.92,76.86
RGK398,2026-07-26 00:00:00+00:00,20.876001,88.61953,0.0,31.92,76.86
RGK398,2026-07-26 01:00:00+00:00,21.426,87.840904,16.262,31.92,76.86
RGK398,2026-07-26 02:00:00+00:00,22.826,89.050095,115.82594,31.92,76.86
RGK398,2026-07-26 03:00:00+00:00,23.626001,85.63377,283.24628,31.92,76.86
RGK398,2026-07-26 04:00:00+00:00,24.676,78.9358,408.8298,31.92,76.86
RGK398,2026-07-26 05:00:00+00:00,25.176,74.750145,427.23834,31.92,76.86
RGK398,2026-07-26 06:00:00+00:00,25.526001,73.210434,512.0398,31.92,76.86
RGK398,2026-07-26 07:00:00+00:00,26.326,71.346344,498.4088,31.92,76.86
RGK398,2026-07-26 08:00:00+00:00,26.426,72.24729,447.20505,31.92,76.86
RGK398,2026-07-26 09:00:00+00:00,26.676,69.46,404.18362,31.92,76.86
RGK398,2026-07-26 10:00:00+00:00,26.526001,68.579506,215.29735,31.92,76.86
RGK398,2026-07-26 11:00:00+00:00,26.176,69.36486,194.74692,31.92,76.86
RGK398,2026-07-26 12:00:00+00:00,26.126001,71.09059,65.08058,31.92,76.86
RGK398,2026-07-26 13:00:00+00:00,24.926,78.00585,13.054828,31.92,76.86
RGK398,2026-07-26 14:00:00+00:00,23.626001,86.957275,0.0,31.92,76.86
RGK398,2026-07-26 15:00:00+00:00,22.626001,89.86009,0.0,31.92,76.86
RGK398,2026-07-26 16:00:00+00:00,22.076,90.93552,0.0,31.92,76.86
RGK398,2026-07-26 17:00:00+00:00,22.376001,89.289856,0.0,31.92,76.86
RGK398,2026-07-26 18:00:00+00:00,22.626001,91.53148,0.0,31.92,76.86
RGK398,2026-07-26 19:00:00+00:00,22.326,91.7949,0.0,31.92,76.86
RGK398,2026-07-26 20:00:00+00:00,22.226,92.3552,0.0,31.92,76.86
RGK398,2026-07-26 21:00:00+00:00,21.976,91.774086,0.0,31.92,76.86
RGK398,2026-07-26 22:00:00+00:00,21.676,88.684425,0.0,31.92,76.86
RGK398,2026-07-26 23:00:00+00:00,21.726,86.24351,0.0,31.92,76.86
RGK398,2026-07-27 00:00:00+00:00,21.826,90.91916,0.0,31.92,76.86
RGK398,2026-07-27 01:00:00+00:00,22.676,87.94829,14.109722,31.92,76.86
RGK398,2026-07-27 02:00:00+00:00,23.676,82.53515,80.56083,31.92,76.86
RGK398,2026-07-27 03:00:00+00:00,24.576,78.921745,254.74858,31.92,76.86
RGK398,2026-07-27 04:00:00+00:00,25.176,74.28994,338.38235,31.92,76.86
RGK398,2026-07-27 05:00:00+00:00,26.226,68.52118,479.9246,31.92,76.86
RGK398,2026-07-27 06:00:00+00:00,27.076,65.78326,545.32166,31.92,76.86
RGK398,2026-07-27 07:00:00+00:00,27.226,66.221954,454.02316,31.92,76.86
RGK398,2026-07-27 08:00:00+00:00,27.276001,66.84775,470.71854,31.92,76.86
RGK398,2026-07-27 09:00:00+00:00,26.676,68.820595,300.483,31.92,76.86
RGK398,2026-07-27 10:00:00+00:00,26.276001,70.246216,292.17896,31.92,76.86
RGK398,2026-07-27 11:00:00+00:00,24.876001,79.93963,139.90173,31.92,76.86
RGK398,2026-07-27 12:00:00+00:00,24.526001,84.425064,26.951225,31.92,76.86
RGK398,2026-07-27 13:00:00+00:00,23.826,89.12767,22.267174,31.92,76.86
RGK398,2026-07-27 14:00:00+00:00,23.026001,93.820435,0.0,31.92,76.86
RGK398,2026-07-27 15:00:00+00:00,22.576,93.22761,0.0,31.92,76.86
RGK398,2026-07-27 16:00:00+00:00,22.376001,94.65681,0.0,31.92,76.86
RGK398,2026-07-27 17:00:00+00:00,22.476,93.22267,0.0,31.92,76.86
RGK398,2026-07-27 18:00:00+00:00,22.776001,94.09616,0.0,31.92,76.86
RGK398,2026-07-27 19:00:00+00:00,22.276001,93.7865,0.0,31.92,76.86
RGK398,2026-07-27 20:00:00+00:00,21.226,98.77985,0.0,31.92,76.86
RGK398,2026-07-27 21:00:00+00:00,21.226,98.476845,0.0,31.92,76.86
RGK398,2026-07-27 22:00:00+00:00,21.026001,96.96952,0.0,31.92,76.86
RGK398,2026-07-27 23:00:00+00:00,21.126001,94.02429,0.0,31.92,76.86
RGK398,2026-07-28 00:00:00+00:00,21.626001,97.879654,0.0,31.92,76.86
RGK398,2026-07-28 01:00:00+00:00,21.726,96.68827,0.0,31.92,76.86
RGK398,2026-07-28 02:00:00+00:00,22.326,96.40804,20.52424,31.92,76.86
RGK398,2026-07-28 03:00:00+00:00,22.526001,93.797844,102.93231,31.92,76.86
RGK398,2026-07-28 04:00:00+00:00,23.626001,85.10934,150.19566,31.92,76.86
RGK398,2026-07-28 05:00:00+00:00,24.776001,77.98398,266.31458,31.92,76.86
RGK398,2026-07-28 06:00:00+00:00,25.876001,72.596466,340.72433,31.92,76.86
RGK398,2026-07-28 07:00:00+00:00,26.326,69.60809,323.87357,31.92,76.86
RGK398,2026-07-28 08:00:00+00:00,26.276001,70.246216,211.81155,31.92,76.86
RGK398,2026-07-28 09:00:00+00:00,25.626001,74.13593,146.41751,31.92,76.86
RGK398,2026-07-28 10:00:00+00:00,24.776001,80.17191,45.783554,31.92,76.86
RGK398,2026-07-28 11:00:00+00:00,24.376001,84.9267,35.607754,31.92,76.86
RGK398,2026-07-28 12:00:00+00:00,24.276001,86.4873,51.45754,31.92,76.86
RGK398,2026-07-28 13:00:00+00:00,23.626001,90.75897,11.689536,31.92,76.86
RGK398,2026-07-28 14:00:00+00:00,22.676,94.66857,0.0,31.92,76.86
RGK398,2026-07-28 15:00:00+00:00,22.726,93.52058,0.0,31.92,76.86
RGK398,2026-07-28 16:00:00+00:00,22.526001,94.952515,0.0,31.92,76.86
RGK398,2026-07-28 17:00:00+00:00,22.326,95.23613,0.0,31.92,76.86
RGK398,2026-07-28 18:00:00+00:00,21.976,95.80969,0.0,31.92,76.86
RGK398,2026-07-28 19:00:00+00:00,22.326,91.23209,0.0,31.92,76.86
RGK398,2026-07-28 20:00:00+00:00,22.176,89.82737,0.0,31.92,76.86
RGK398,2026-07-28 21:00:00+00:00,21.476,92.59916,0.0,31.92,76.86
RGK398,2026-07-28 22:00:00+00:00,21.826,89.52437,0.0,31.92,76.86
RGK398,2026-07-28 23:00:00+00:00,22.176,85.22256,0.0,31.92,76.86
GUN737,2026-07-21 00:00:00+00:00,31.672998,17.647802,0.0,27.83,62.31
GUN737,2026-07-21 01:00:00+00:00,30.573,19.52633,0.0,27.83,62.31
GUN737,2026-07-21 02:00:00+00:00,31.073,18.9105,9.93609,27.83,62.31
GUN737,2026-07-21 03:00:00+00:00,33.223,16.62848,107.43924,27.83,62.31
GUN737,2026-07-21 04:00:00+00:00,34.873,15.272336,279.4295,27.83,62.31
GUN737,2026-07-21 05:00:00+00:00,36.523003,13.847271,454.23392,27.83,62.31
GUN737,2026-07-21 06:00:00+00:00,38.123,12.126123,597.0571,27.83,62.31
GUN737,2026-07-21 07:00:00+00:00,39.723,10.969257,693.62366,27.83,62.31
GUN737,2026-07-21 08:00:00+00:00,40.473,10.650077,621.0232,27.83,62.31
GUN737,2026-07-21 09:00:00+00:00,40.023003,10.947365,344.74948,27.83,62.31
GUN737,2026-07-21 10:00:00+00:00,39.473,10.808334,88.25503,27.83,62.31
GUN737,2026-07-21 11:00:00+00:00,39.723,10.73991,139.67653,27.83,62.31
GUN737,2026-07-21 12:00:00+00:00,38.623,11.354367,107.973274,27.83,62.31
GUN737,2026-07-21 13:00:00+00:00,38.623,11.354367,78.97555,27.83,62.31
GUN737,2026-07-21 14:00:00+00:00,37.973,11.152994,19.858994,27.83,62.31
GUN737,2026-07-21 15:00:00+00:00,36.923,18.078714,0.0,27.83,62.31
GUN737,2026-07-21 16:00:00+00:00,34.823,26.653101,0.0,27.83,62.31
GUN737,2026-07-21 17:00:00+00:00,31.873,44.86388,0.0,27.83,62.31
GUN737,2026-07-21 18:00:00+00:00,32.973,33.326996,0.0,27.83,62.31
GUN737,2026-07-21 19:00:00+00:00,32.973,17.706446,0.0,27.83,62.31
GUN737,2026-07-21 20:00:00+00:00,32.473,18.023315,0.0,27.83,62.31
GUN737,2026-07-21 21:00:00+00:00,31.823,19.092112,0.0,27.83,62.31
GUN737,2026-07-21 22:00:00+00:00,30.422998,20.463558,0.0,27.83,62.31
GUN737,2026-07-21 23:00:00+00:00,29.422998,21.59933,0.0,27.83,62.31
GUN737,2026-07-22 00:00:00+00:00,29.022999,23.444832,0.0,27.83,62.31
GUN737,2026-07-22 01:00:00+00:00,28.422998,24.44315,0.0,27.83,62.31
GUN737,2026-07-22 02:00:00+00:00,28.873,23.895344,10.040225,27.83,62.31
GUN737,2026-07-22 03:00:00+00:00,30.973,21.104855,107.62861,27.83,62.31
GUN737,2026-07-22 04:00:00+00:00,33.073,16.94569,279.60327,27.83,62.31
GUN737,2026-07-22 05:00:00+00:00,35.073,14.381665,448.7608,27.83,62.31
GUN737,2026-07-22 06:00:00+00:00,36.523003,12.242998,602.52356,27.83,62.31
GUN737,2026-07-22 07:00:00+00:00,37.323,11.719247,700.9516,27.83,62.31
GUN737,2026-07-22 08:00:00+00:00,38.223,11.359349,738.9995,27.83,62.31
GUN737,2026-07-22 09:00:00+00:00,38.823,10.35326,717.88776,27.83,62.31
GUN737,2026-07-22 10:00:00+00:00,39.023003,10.242295,636.71423,27.83,62.31
GUN737,2026-07-22 11:00:00+00:00,39.123,9.936195,506.58145,27.83,62.31
GUN737,2026-07-22 12:00:00+00:00,38.873,8.879746,342.79672,27.83,62.31
GUN737,2026-07-22 13:00:00+00:00,37.873,9.71831,173.42819,27.83,62.31
GUN737,2026-07-22 14:00:00+00:00,36.623,10.941119,39.545246,27.83,62.31
GUN737,2026-07-22 15:00:00+00:00,35.323,12.71289,0.0,27.83,62.31
GUN737,2026-07-22 16:00:00+00:00,34.623,13.741572,0.0,27.83,62.31
GUN737,2026-07-22 17:00:00+00:00,33.573,14.725734,0.0,27.83,62.31
GUN737,2026-07-22 18:00:00+00:00,33.173,15.113012,0.0,27.83,62.31
GUN737,2026-07-22 19:00:00+00:00,32.273003,16.296484,0.0,27.83,62.31
GUN737,2026-07-22 20:00:00+00:00,31.672998,17.46312,0.0,27.83,62.31
GUN737,2026-07-22 21:00:00+00:00,31.073,18.976606,0.0,27.83,62.31
GUN737,2026-07-22 22:00:00+00:00,30.073,21.99173,0.0,27.83,62.31
GUN737,2026-07-22 23:00:00+00:00,29.022999,25.633972,0.0,27.83,62.31
GUN737,2026-07-23 00:00:00+00:00,27.973,28.869562,0.0,27.83,62.31
GUN737,2026-07-23 01:00:00+00:00,27.422998,29.711565,0.0,27.83,62.31
GUN737,2026-07-23 02:00:00+00:00,27.422998,29.41041,10.147807,27.83,62.31
GUN737,2026-07-23 03:00:00+00:00,28.772999,26.186085,106.44078,27.83,62.31
GUN737,2026-07-23 04:00:00+00:00,30.022999,21.827574,276.17734,27.83,62.31
GUN737,2026-07-23 05:00:00+00:00,31.272999,18.37248,444.40726,27.83,62.31
GUN737,2026-07-23 06:00:00+00:00,32.823,16.537132,596.1757,27.83,62.31
GUN737,2026-07-23 07:00:00+00:00,34.023003,15.789679,691.66223,27.83,62.31
GUN737,2026-07-23 08:00:00+00:00,35.273003,14.525732,730.9534,27.83,62.31
GUN737,2026-07-23 09:00:00+00:00,36.423,13.444471,701.2206,27.83,62.31
GUN737,2026-07-23 10:00:00+00:00,36.923,12.989943,626.2212,27.83,62.31
GUN737,2026-07-23 11:00:00+00:00,37.173,12.590666,501.01086,27.83,62.31
GUN737,2026-07-23 12:00:00+00:00,36.423,12.753386,341.79883,27.83,62.31
GUN737,2026-07-23 13:00:00+00:00,35.723,13.300676,170.91463,27.83,62.31
GUN737,2026-07-23 14:00:00+00:00,34.773003,13.821702,38.20297,27.83,62.31
GUN737,2026-07-23 15:00:00+00:00,33.923,14.389399,0.0,27.83,62.31
GUN737,2026-07-23 16:00:00+00:00,33.223,15.017497,0.0,27.83,62.31
GUN737,2026-07-23 17:00:00+00:00,32.223,15.943947,0.0,27.83,62.31
GUN737,2026-07-23 18:00:00+00:00,31.323,16.719793,0.0,27.83,62.31
GUN737,2026-07-23 19:00:00+00:00,30.573,17.512644,0.0,27.83,62.31
GUN737,2026-07-23 20:00:00+00:00,30.022999,18.073675,0.0,27.83,62.31
GUN737,2026-07-23 21:00:00+00:00,29.323,19.01764,0.0,27.83,62.31
GUN737,2026-07-23 22:00:00+00:00,28.772999,19.771574,0.0,27.83,62.31
GUN737,2026-07-23 23:00:00+00:00,28.073,20.665388,0.0,27.83,62.31
GUN737,2026-07-24 00:00:00+00:00,27.772999,22.090908,0.0,27.83,62.31
GUN737,2026-07-24 01:00:00+00:00,26.922998,22.104156,0.0,27.83,62.31
GUN737,2026-07-24 02:00:00+00:00,27.123,21.539959,10.259347,27.83,62.31
GUN737,2026-07-24 03:00:00+00:00,28.522999,18.556776,102.482605,27.83,62.31
GUN737,2026-07-24 04:00:00+00:00,29.873,16.741137,272.74966,27.83,62.31
GUN737,2026-07-24 05:00:00+00:00,31.223,15.94437,436.6848,27.83,62.31
GUN737,2026-07-24 06:00:00+00:00,32.673,15.271629,571.56116,27.83,62.31
GUN737,2026-07-24 07:00:00+00:00,34.523003,14.466964,684.44745,27.83,62.31
GUN737,2026-07-24 08:00:00+00:00,35.573,13.940554,709.797,27.83,62.31
GUN737,2026-07-24 09:00:00+00:00,36.123,13.572181,659.0878,27.83,62.31
GUN737,2026-07-24 10:00:00+00:00,32.523003,38.72502,348.1833,27.83,62.31
GUN737,2026-07-24 11:00:00+00:00,34.573,23.92454,357.66235,27.83,62.31
GUN737,2026-07-24 12:00:00+00:00,33.523003,28.75006,242.43715,27.83,62.31
GUN737,2026-07-24 13:00:00+00:00,34.473,23.89875,112.26365,27.83,62.31
GUN737,2026-07-24 14:00:00+00:00,33.173,28.561865,20.157892,27.83,62.31
GUN737,2026-07-24 15:00:00+00:00,32.273003,31.454872,0.0,27.83,62.31
GUN737,2026-07-24 16:00:00+00:00,32.073,31.605768,0.0,27.83,62.31
GUN737,2026-07-24 17:00:00+00:00,32.023003,32.111538,0.0,27.83,62.31
GUN737,2026-07-24 18:00:00+00:00,29.522999,35.96958,0.0,27.83,62.31
GUN737,2026-07-24 19:00:00+00:00,29.573,37.29814,0.0,27.83,62.31
GUN737,2026-07-24 20:00:00+00:00,28.973,39.374184,0.0,27.83,62.31
GUN737,2026-07-24 21:00:00+00:00,28.573,37.63089,0.0,27.83,62.31
GUN737,2026-07-24 22:00:00+00:00,28.422998,35.54499,0.0,27.83,62.31
GUN737,2026-07-24 23:00:00+00:00,28.172998,34.77737,0.0,27.83,62.31
GUN737,2026-07-25 00:00:00+00:00,27.223,40.715267,0.0,27.83,62.31
GUN737,2026-07-25 01:00:00+00:00,26.772999,35.911545,0.0,27.83,62.31
GUN737,2026-07-25 02:00:00+00:00,26.823,29.95079,10.3742695,27.83,62.31
GUN737,2026-07-25 03:00:00+00:00,28.022999,23.836546,102.675865,27.83,62.31
GUN737,2026-07-25 04:00:00+00:00,29.422998,18.251274,272.92706,27.83,62.31
GUN737,2026-07-25 05:00:00+00:00,30.823,15.462412,446.9253,27.83,62.31
GUN737,2026-07-25 06:00:00+00:00,32.223,16.113737,590.9943,27.83,62.31
GUN737,2026-07-25 07:00:00+00:00,33.673,14.591877,679.30743,27.83,62.31
GUN737,2026-07-25 08:00:00+00:00,34.623,13.937313,654.35657,27.83,62.31
GUN737,2026-07-25 09:00:00+00:00,35.073,14.482945,508.25284,27.83,62.31
GUN737,2026-07-25 10:00:00+00:00,35.723,19.837599,290.2804,27.83,62.31
GUN737,2026-07-25 11:00:00+00:00,36.273003,17.745405,283.69653,27.83,62.31
GUN737,2026-07-25 12:00:00+00:00,33.673,26.523048,115.559166,27.83,62.31
GUN737,2026-07-25 13:00:00+00:00,33.273003,29.346962,29.591997,27.83,62.31
GUN737,2026-07-25 14:00:00+00:00,32.823,30.09857,15.467375,27.83,62.31
GUN737,2026-07-25 15:00:00+00:00,31.773,31.317732,0.0,27.83,62.31
GUN737,2026-07-25 16:00:00+00:00,31.722998,31.612953,0.0,27.83,62.31
GUN737,2026-07-25 17:00:00+00:00,31.272999,32.0099,0.0,27.83,62.31
GUN737,2026-07-25 18:00:00+00:00,30.172998,29.769497,0.0,27.83,62.31
GUN737,2026-07-25 19:00:00+00:00,29.823,28.124975,0.0,27.83,62.31
GUN737,2026-07-25 20:00:00+00:00,29.723,26.71152,0.0,27.83,62.31
GUN737,2026-07-25 21:00:00+00:00,29.573,26.133913,0.0,27.83,62.31
GUN737,2026-07-25 22:00:00+00:00,29.973,25.023527,0.0,27.83,62.31
GUN737,2026-07-25 23:00:00+00:00,29.172998,26.9265,0.0,27.83,62.31
GUN737,2026-07-26 00:00:00+00:00,26.973,36.692497,0.0,27.83,62.31
GUN737,2026-07-26 01:00:00+00:00,26.422998,38.406456,0.0,27.83,62.31
GUN737,2026-07-26 02:00:00+00:00,27.223,36.27822,10.492945,27.83,62.31
GUN737,2026-07-26 03:00:00+00:00,29.123,28.698616,102.87323,27.83,62.31
GUN737,2026-07-26 04:00:00+00:00,30.772999,22.631609,274.30988,27.83,62.31
